"neo_id","date","hour","minute","relative_velocity_kph","miss_distance_km","orbiting_body",
"2474179","2020-11-02","22","25","56273.7840728504","19740843.341383986","Earth",
"2474223","2020-02-15","08","54","78301.2306100406","42554224.1376954","Earth",
"2474585","2021-10-10","08","31","93251.5810979436","68926088.06147684","Earth",
"2474611","2021-03-21","16","52","46055.9314710097","60856904.97492252","Earth",
"2474613","2020-11-01","01","15","29143.7985533024","39213362.55761265","Earth",
"2475016","2021-03-10","17","42","87372.9955741334","27366599.64152455","Earth",
"2477465","2020-11-06","01","13","45066.5863058056","48093004.1475205","Earth",
"2477492","2020-08-21","05","10","106794.6700055188","57293799.22839014","Earth",
"2477519","2020-08-21","23","04","60813.4285790068","71191150.98192447","Earth",
"2477524","2020-03-24","00","24","72067.570429928","69145786.11705843","Earth",
"2477885","2020-07-22","17","34","40681.4349376775","61551485.65632426","Earth",
"2478784","2020-05-15","13","56","12834.4120304779","3251045.05346578","Earth",
"2480808","2021-12-09","15","02","85128.52970722","50397497.05727722","Earth",
"2480820","2020-11-20","23","57","65968.6949608262","13504243.422437826","Earth",
"2480856","2021-06-09","02","16","52324.9500172554","49009264.11381475","Earth",
"2480883","2021-12-08","04","23","38952.4042794251","11881879.460252756","Earth",
"2480885","2021-07-05","20","25","82864.1030057482","32948426.63291938","Earth",
"2480927","2021-12-09","23","44","68401.9068218132","63620291.86414846","Earth",
"2480936","2020-07-14","11","12","35341.4493107276","13000439.115209522","Earth",
"2481394","2020-11-05","10","03","77639.0897812428","64573059.51512007","Earth",
"2481442","2021-11-26","03","52","48988.7921698452","20972600.248858955","Earth",
"2481543","2020-02-28","23","45","26855.3448959196","61164883.11219725","Earth",
"2481790","2021-09-30","08","24","44428.4483350363","63768838.94374979","Earth",
"2481817","2020-12-12","14","21","70343.1786282869","48628254.52541429","Earth",
"2482244","2020-03-11","02","59","20147.5937732819","73741910.40929648","Earth",
"2482505","2020-12-11","22","03","45811.9819923368","15747077.984336624","Earth",
"2482533","2021-11-09","07","44","70279.9221043235","69151807.20692913","Earth",
"2482566","2020-07-27","03","13","29539.7371046254","27154585.14198317","Earth",
"2482718","2020-10-01","20","54","26889.1334406827","47764221.83837912","Earth",
"2483471","2021-07-30","00","32","54523.2643714483","37857559.82936325","Earth",
"2483656","2021-03-14","20","19","43509.723977497","8345309.817734796","Earth",
"2484199","2021-07-01","12","12","64129.65431526","57856591.42685878","Earth",
"2484402","2020-12-06","13","47","82986.7969962889","60855134.1101364","Earth",
"2484462","2020-01-28","10","56","51592.2748186687","28243029.429247677","Earth",
"2485823","2021-10-29","23","44","65460.0754179644","62148854.27584792","Earth",
"2485882","2021-04-10","22","57","120064.6486436684","65115935.225563064","Earth",
"2487580","2020-03-16","15","23","83843.5117738259","47356109.64875011","Earth",
"2488490","2020-12-18","04","47","39966.667603169","12849160.543059645","Earth",
"2488615","2021-05-10","10","26","22383.1736396707","56687454.03355649","Earth",
"2488803","2021-12-28","02","39","53436.3833612034","68196357.8645399","Earth",
"2489235","2021-02-14","15","11","54728.4021624166","30516537.777767867","Earth",
"2489486","2020-10-15","05","06","63736.4035114614","64310150.69822066","Earth",
"2489885","2020-10-05","17","29","79862.7665576596","68733588.03560506","Earth",
"2490354","2021-08-30","08","14","43943.5372420883","43680131.950267844","Earth",
"2490581","2021-06-16","21","59","40875.6176579963","48532420.18511997","Earth",
"2490684","2020-09-26","00","45","64270.4088631414","73187336.17533906","Earth",
"2491567","2021-05-18","04","59","67359.1873595879","43704790.03254186","Earth",
"2492143","2020-02-04","04","39","54087.1550009082","48313981.220011234","Earth",
"2494690","2021-06-02","23","02","82693.6961237899","10901174.586576091","Earth",
"2494710","2021-05-09","14","43","30948.6359748912","32171521.735023882","Earth",
"2494713","2021-01-22","03","37","98606.7681971663","26549960.950965572","Earth",
"2494880","2020-03-12","00","13","31728.2662508585","38223727.25956889","Earth",
"2495021","2020-08-21","17","39","14188.5543518875","43280349.04092512","Earth",
"2495187","2021-04-30","11","05","69294.8422299377","46532083.48625523","Earth",
"2495222","2021-05-09","16","41","34824.468262256","37128539.90815328","Earth",
"2495323","2020-09-20","04","22","78446.637151294","61659425.48617855","Earth",
"2495511","2020-08-13","02","59","17367.0441032607","44502719.86388077","Earth",
"2495615","2021-05-13","11","26","60510.8318513641","27550392.218654472","Earth",
"2496837","2021-08-03","01","57","22839.4023277372","68790942.01890925","Earth",
"2496901","2020-07-27","03","05","112289.3052907061","47567176.40090568","Earth",
"2497025","2020-04-20","03","36","55158.4824932095","31038439.821957506","Earth",
"2497094","2020-12-20","22","19","29138.0589156831","56207627.52724817","Earth",
"2497135","2020-05-28","23","09","72950.1439829357","49632548.260508716","Earth",
"2497232","2021-09-27","04","07","34173.8234138428","54152332.59512812","Earth",
"2498066","2020-07-08","11","04","23108.3629697253","33082444.91698418","Earth",
"2499307","2021-07-14","16","27","57898.5310668215","66711653.95208755","Earth",
"2499986","2021-07-17","17","41","70426.7698857624","42615048.552227005","Earth",
"2499998","2020-10-27","16","31","22678.314610879","19696866.025620513","Earth",
"2500094","2020-08-15","15","11","53888.3337740605","24556906.39217647","Earth",
"2500136","2020-08-27","07","52","11595.4330594285","42707644.03879667","Earth",
"2501647","2020-12-25","20","20","36037.4245872408","3020493.567697175","Earth",
"2501878","2021-12-16","10","49","100531.9763115649","48711853.65983555","Earth",
"2503871","2021-10-06","06","03","85903.803107379","65577062.05796054","Earth",
"2503911","2021-09-29","01","10","69396.2143289683","44561843.12623367","Earth",
"2503960","2020-02-02","13","22","49335.8262611483","37778810.34373186","Earth",
"2504074","2020-02-06","04","44","105034.9715614872","61588818.25357637","Earth",
"2504800","2020-09-16","11","44","59097.7911422902","21188573.661552653","Earth",
"2505093","2021-01-21","12","52","10487.3549528311","33136020.776161958","Earth",
"2505657","2021-01-30","11","46","57328.9627859028","29073982.586474836","Earth",
"2506459","2021-08-08","01","11","45147.3607461431","19088533.393164337","Earth",
"2506491","2020-01-02","09","35","135439.4834837327","37817885.8309684","Earth",
"2508772","2021-11-12","05","13","100636.6216620654","64313300.45145394","Earth",
"2508774","2020-12-02","09","41","76260.385837516","62130425.47880028","Earth",
"2508918","2021-08-22","13","12","97956.1686467344","53799400.29791839","Earth",
"2508967","2020-04-18","22","26","80955.0318210876","59350691.05793329","Earth",
"2509073","2021-07-11","02","21","65922.046977703","65576336.70276827","Earth",
"2509352","2020-12-27","13","33","72278.4679296156","55136706.790400356","Earth",
"2509505","2020-01-21","10","04","92666.0746007734","73089018.3308853","Earth",
"2510073","2020-08-06","18","52","62117.6553158555","39002986.96257627","Earth",
"2510190","2020-09-22","01","25","37464.5859596258","27555504.875459593","Earth",
"2511523","2020-06-21","02","35","51664.9752343919","41266921.49621007","Earth",
"2511684","2020-02-12","08","04","51905.3627575022","21078565.11755307","Earth",
"2511808","2020-10-23","02","52","56003.559725057","19791246.917889263","Earth",
"2512234","2020-02-29","23","25","52355.5084446206","43805318.918554425","Earth",
"2512244","2020-01-07","20","08","125222.2791392326","64618087.636241995","Earth",
"2512245","2020-02-02","10","14","25359.2535818462","28896061.695822835","Earth",
"2513125","2020-09-17","22","56","54478.5034157993","40457492.315960854","Earth",
"2513170","2020-06-09","12","28","61197.1902089597","15924908.996588327","Earth",
"2513171","2020-11-22","20","35","88839.0412491704","65314760.29425781","Earth",
"2513312","2021-06-15","20","45","70604.9297488847","67998556.41927063","Earth",
"2514596","2021-04-03","14","24","95696.326930428","9725332.680493793","Earth",
"2515446","2020-04-14","01","20","43308.9416483615","71910829.1295042","Earth",
"2515767","2020-01-29","09","36","74351.856058133","41202794.61893949","Earth",
"2516396","2021-11-24","15","36","37632.3369919906","26810192.863579195","Earth",
"2516734","2021-09-14","20","58","140347.3612601462","44863964.447058745","Earth",
"2516976","2021-06-04","15","03","34445.0569575777","25506676.520707313","Earth",
"2517046","2021-03-27","07","53","81674.768056343","69771840.03839587","Earth",
"2517103","2020-10-24","10","19","27907.4231847831","16445865.298003612","Earth",
"2517681","2021-05-25","10","16","45093.6042595553","28047733.34438666","Earth",
"2517829","2021-08-24","16","05","95346.685234849","62969019.15276045","Earth",
"2518507","2021-08-20","09","00","97418.599184187","69738159.27474833","Earth",
"2518678","2021-12-05","00","58","73141.1868570167","8869268.503521621","Earth",
"2519354","2020-09-25","20","35","52887.5193166398","55263371.7108436","Earth",
"2520585","2020-05-20","04","32","12258.2805102071","68864586.05835286","Earth",
"2520808","2020-11-14","01","27","129849.1579472612","74032053.08459558","Earth",
"2522684","2020-04-17","05","36","36825.8890915087","14039371.878067562","Earth",
"2523585","2021-09-11","10","56","66204.4773388885","42247142.15150112","Earth",
"2523593","2021-09-26","05","18","76109.2249799203","34863859.56929839","Earth",
"2523594","2021-06-25","16","38","30780.9248211969","69086658.60612603","Earth",
"2523600","2020-09-10","12","47","97302.6726900077","65309629.19203532","Earth",
"2523605","2020-10-01","21","27","83649.3903722812","65093625.72512954","Earth",
"2523609","2020-05-10","15","52","123348.3962878922","73820475.21635737","Earth",
"2523633","2020-12-23","04","10","51165.8180948106","74261527.01690656","Earth",
"2523637","2021-03-09","13","49","72146.4174182538","25683566.95131118","Earth",
"2523654","2020-09-13","21","19","116768.370544497","32949532.280856974","Earth",
"2523664","2021-07-25","22","09","79402.34557332","15564166.912655674","Earth",
"2523668","2021-07-20","14","40","19165.275277951","29564696.24233007","Earth",
"2523707","2020-08-08","17","17","11950.223405948","47758293.51414761","Earth",
"2523728","2020-08-01","13","09","49264.8591366842","43633784.30113358","Earth",
"2523737","2021-02-02","17","23","33732.4306335101","73457854.04853943","Earth",
"2523801","2021-12-21","18","18","11939.2985744322","32514996.350173704","Earth",
"2523804","2021-04-03","18","00","29022.2274357613","16261867.472596047","Earth",
"2523808","2020-07-10","02","47","77923.112629302","41576046.37595729","Earth",
"2523813","2021-12-07","11","34","28909.9215804964","61065580.5696838","Earth",
"2523817","2021-09-30","13","57","41252.4176637938","18466817.884855833","Earth",
"2523824","2020-11-25","03","24","45782.2283160485","42064442.37185176","Earth",
"2524196","2021-08-15","19","06","67895.4013067419","63397011.16397717","Earth",
"2524522","2021-10-26","03","04","75968.0440189571","56145683.686815135","Earth",
"2524530","2020-06-15","00","24","51270.7738162813","40398417.38867975","Earth",
"2525364","2020-02-03","02","58","57747.2475861774","28056850.42201615","Earth",
"2525484","2020-11-14","03","22","61961.2435830442","26501294.93876056","Earth",
"2525498","2020-04-09","22","57","20493.4598846887","25749069.231398538","Earth",
"2526742","2020-01-16","03","15","46843.3262334301","28983782.22164302","Earth",
"2526898","2020-04-09","12","18","139105.2639096428","69040121.3716111","Earth",
"2527977","2021-04-18","08","43","66327.0227877784","45479574.417498946","Earth",
"2528284","2020-09-02","08","14","55160.1679082569","19831960.307325076","Earth",
"2528807","2020-03-17","17","28","76529.6034993486","62204642.687523","Earth",
"2529670","2021-11-08","02","24","91203.2107916645","40174455.943401024","Earth",
"2530938","2020-11-11","00","47","62292.9183316744","10416690.500183186","Earth",
"2531060","2020-03-05","03","02","109358.7014655698","12192539.453502761","Earth",
"2531277","2021-12-29","15","23","97922.6884089234","51812848.57902074","Earth",
"2531899","2020-01-27","23","56","77711.5279516183","33666839.900588684","Earth",
"2531914","2021-11-30","22","35","90234.7172689882","27634658.76901295","Earth",
"2533372","2021-10-02","04","23","87898.7325945974","24736601.0198937","Earth",
"2535844","2021-03-10","09","48","26357.3668201787","5429573.474966377","Earth",
"2537342","2021-10-06","21","17","65134.049112499","38744805.22893185","Earth",
"2538644","2020-01-05","01","51","86794.4780043804","40231412.01133081","Earth",
"2539063","2020-07-08","10","39","134113.2531138367","71644541.40535426","Earth",
"2539856","2021-03-04","10","30","50127.818881977","36997682.148368396","Earth",
"2539940","2020-05-02","12","39","68208.6586725821","25228862.699547905","Earth",
"2545274","2020-04-26","00","22","112444.8938882255","46215830.64199719","Earth",
"3003147","2021-09-17","11","34","51071.4329946523","13057788.266502518","Earth",
"3005806","2021-07-20","11","43","50377.6066181094","26618843.963397488","Earth",
"3005871","2021-04-16","09","27","66270.1837894654","48667626.29123236","Earth",
"3005969","2021-11-29","06","03","31765.4406630062","6151745.149762842","Earth",
"3005973","2020-02-25","14","18","84239.5981105433","38056652.88768231","Earth",
"3007574","2020-07-02","09","42","64747.6188705047","34928590.37317015","Earth",
"3008362","2020-01-15","14","03","70454.9013196003","23615644.2685072","Earth",
"3012392","2020-12-17","17","18","28616.2005772686","70045970.93951333","Earth",
"3012991","2021-03-20","04","56","52719.1901437187","34114725.36175907","Earth",
"3013045","2021-11-08","15","58","98818.1258582693","66020694.78080213","Earth",
"3013066","2021-04-09","14","18","95372.0028547211","10389252.859564994","Earth",
"3014117","2021-10-16","05","58","40746.5280801122","39251448.64941638","Earth",
"3014184","2021-10-06","19","53","38939.9064469196","4065387.132484302","Earth",
"3015694","2020-12-03","03","11","22963.3002511518","14507518.27635926","Earth",
"3019075","2020-04-17","14","42","25952.0638084273","41306414.825257316","Earth",
"3020897","2021-10-17","17","19","46131.2699748354","9700996.846991543","Earth",
"3020949","2021-04-11","14","07","45858.0115453972","55412427.78223782","Earth",
"3022007","2020-07-10","08","41","65325.9751107404","63673750.22915914","Earth",
"3022036","2021-03-02","19","52","72137.7667477588","2930264.495034108","Earth",
"3022970","2020-10-19","19","30","58321.6978647827","36744659.28231114","Earth",
"3024683","2021-03-05","06","06","62282.5329391009","53524189.58441549","Earth",
"3024714","2021-12-22","19","28","90544.6359621803","32539168.703123618","Earth",
"3028804","2020-03-21","03","07","63986.561628025","10980792.158727514","Earth",
"3031176","2020-12-06","05","48","38685.8243815974","40223194.98928618","Earth",
"3034813","2021-01-05","22","32","52681.2353252777","46914807.6906427","Earth",
"3035252","2020-05-12","11","20","48593.2406712127","3397521.429270147","Earth",
"3036044","2021-10-08","22","15","73228.5182468124","55076905.685138695","Earth",
"3036363","2020-07-11","02","51","49652.9802522623","15921144.785063813","Earth",
"3042555","2021-12-28","13","24","16526.9632658975","24772113.190585352","Earth",
"3042899","2021-01-31","09","21","15963.3167367026","46246787.318190746","Earth",
"3046125","2020-09-03","07","46","96194.9876013047","53597290.1048778","Earth",
"3046149","2020-02-19","02","42","82786.0460560254","67747654.10302062","Earth",
"3046843","2021-03-13","21","48","49889.9686054356","34589485.93067707","Earth",
"3050517","2020-10-23","11","54","34453.0744974364","9883797.006811675","Earth",
"3053778","2020-09-28","14","18","12384.3950264115","49131638.37286917","Earth",
"3053813","2021-08-17","05","41","44310.4544545816","51346623.67561047","Earth",
"3054373","2020-03-02","21","07","38661.0011195688","48893412.56124893","Earth",
"3057547","2021-11-03","05","18","14685.7871310443","71821563.13800862","Earth",
"3063058","2020-04-28","14","52","46950.2486999003","42498275.37206347","Earth",
"3063789","2021-02-02","10","14","71046.8388109346","40333729.63907497","Earth",
"3063823","2020-03-30","12","42","22969.0048823904","38959879.63322578","Earth",
"3065824","2021-04-20","12","56","64307.3302026018","59111120.85513472","Earth",
"3066079","2021-04-28","02","08","52245.7378002497","31137001.72037638","Earth",
"3067588","2021-10-17","21","30","57269.003377068","43935547.37993937","Earth",
"3068066","2021-01-25","19","12","56268.7857966229","55360458.67898278","Earth",
"3069758","2021-02-28","15","42","66790.3707768982","44654799.93653874","Earth",
"3070541","2021-09-15","12","41","68509.7650634184","12192043.162569037","Earth",
"3070801","2021-01-31","23","40","28928.8839797657","15406592.364548977","Earth",
"3071939","2020-03-08","09","02","23327.3569264025","13633209.472277204","Earth",
"3072291","2021-03-24","08","10","66081.8662365974","71788950.57795182","Earth",
"3076774","2020-09-19","18","32","6507.0749883564","5061911.203004542","Earth",
"3076812","2021-07-21","21","06","28673.250940115","11128300.011845531","Earth",
"3078253","2020-04-06","10","37","38771.157613136","20415447.994807817","Earth",
"3079950","2020-07-27","13","46","65008.5112830028","43177067.09035116","Earth",
"3080638","2020-03-06","15","25","14722.0737792843","16448183.52643628","Earth",
"3081292","2020-08-24","14","56","35814.0977869805","25233750.420995694","Earth",
"3082923","2021-03-16","17","24","57246.2610270919","11423850.724944046","Earth",
"3082931","2020-09-20","18","51","32061.6317818399","18541939.592220142","Earth",
"3091895","2020-06-30","22","16","63644.2531614572","53894270.83897544","Earth",
"3092100","2021-06-06","00","37","51811.7569813339","70054229.9237605","Earth",
"3092114","2021-01-17","22","14","42767.3238966148","49370483.29527441","Earth",
"3092124","2020-04-03","17","39","33178.4887314451","4081049.371242674","Earth",
"3092137","2021-04-08","11","23","50693.5059091146","31207086.31785992","Earth",
"3092154","2021-10-20","18","52","55144.0649479345","3364908.92905249","Earth",
"3092168","2021-09-11","06","14","14110.7052305994","36026971.4895124","Earth",
"3092203","2020-10-26","14","52","47365.536473842","38194654.94806542","Earth",
"3092215","2021-02-10","12","19","51041.0247525749","34744850.634007916","Earth",
"3092233","2021-05-24","17","34","69903.529600675","58404448.70149343","Earth",
"3092248","2020-06-21","22","14","37795.9325474077","10223975.576971145","Earth",
"3092253","2020-04-14","00","12","35664.3005554527","27593575.783079512","Earth",
"3092260","2020-05-03","16","12","37604.989396381","18161405.76992564","Earth",
"3092269","2021-08-11","15","22","48076.768672587","13678809.266699549","Earth",
"3092312","2021-04-03","23","39","93580.2172710702","68081053.42130424","Earth",
"3092338","2021-09-08","04","17","15434.0188721122","38934788.18088216","Earth",
"3092374","2020-05-23","23","58","58803.0723793685","51192373.95512431","Earth",
"3092390","2020-07-17","18","52","49237.0335233741","36023562.94692381","Earth",
"3092474","2020-06-10","10","56","37711.1346202541","23980417.670961253","Earth",
"3102665","2020-12-06","01","20","68277.6043339802","50407434.81386174","Earth",
"3102716","2021-04-08","03","22","31433.5326955373","28325606.49606131","Earth",
"3102717","2020-12-13","15","36","73350.4562990863","10965667.814070513","Earth",
"3102728","2021-12-30","22","51","92900.1804517163","46477267.730011314","Earth",
"3102752","2021-12-22","09","09","42644.0211937052","16210838.876189912","Earth",
"3102784","2020-07-21","02","56","24503.2194754522","3607885.535190111","Earth",
"3114014","2021-01-31","00","28","100583.9779876769","19954570.975893456","Earth",
"3114027","2021-05-21","05","01","45914.3325944086","35389503.32549289","Earth",
"3114028","2020-08-28","04","15","64503.8498998847","71298570.1663118","Earth",
"3114030","2020-10-26","21","41","45458.4968901641","56034475.29309922","Earth",
"3114077","2020-01-27","19","07","23648.4275857535","24926291.61272667","Earth",
"3114106","2020-12-30","09","16","73648.3695375989","72445037.51335408","Earth",
"3117413","2021-06-21","04","02","117538.3657091549","34163836.831541575","Earth",
"3117424","2021-03-23","09","47","50455.0315115852","14062513.18753765","Earth",
"3117428","2020-09-23","07","02","61905.9823552228","13940506.84948471","Earth",
"3117440","2021-07-31","00","10","81011.8522395367","60704128.12026545","Earth",
"3117446","2020-05-20","04","42","28736.4467747659","17087267.646647528","Earth",
"3117460","2021-03-20","10","52","54756.3872708032","24564751.214720547","Earth",
"3117468","2020-07-11","14","40","71683.9612890757","37689362.89001997","Earth",
"3120889","2021-10-03","06","06","36624.2494328107","41625279.87272236","Earth",
"3120894","2020-12-18","05","28","37710.4812339553","18761084.62935571","Earth",
"3120896","2021-10-25","19","31","38645.182693597","54896318.81084543","Earth",
"3124994","2020-09-03","01","44","74650.2277262846","40542116.6745048","Earth",
"3124996","2021-05-25","06","58","48483.4033900696","37391291.57249025","Earth",
"3125003","2020-09-13","22","39","48197.5721505695","11649931.98700046","Earth",
"3125005","2021-12-29","20","26","51020.1878697623","60010688.077743106","Earth",
"3126185","2020-04-26","08","58","58642.5446746679","69305907.0901887","Earth",
"3127392","2020-11-15","14","59","57747.8403882875","41865376.884420134","Earth",
"3132126","2021-02-08","13","17","76061.2284756338","30837506.649998296","Earth",
"3132521","2021-07-18","13","46","53837.1563197104","48467504.4633211","Earth",
"3134260","2021-06-27","20","58","38512.8822762774","24951760.590255022","Earth",
"3134264","2021-09-11","08","42","33685.0685526667","35305614.41999744","Earth",
"3136724","2020-01-27","19","01","44256.4009182497","13092736.243787255","Earth",
"3136727","2021-10-05","04","59","17913.6284233413","30595406.343303774","Earth",
"3137844","2020-05-23","01","05","22889.1387211562","33023249.84765368","Earth",
"3137847","2020-11-17","16","17","19869.6244405965","46843833.92829923","Earth",
"3137854","2021-11-23","20","08","21592.5963610167","8673148.029678393","Earth",
"3137864","2021-04-25","11","30","24144.0618691542","48811612.101857826","Earth",
"3137865","2020-03-23","09","52","36619.5345085177","22057755.462393858","Earth",
"3141522","2021-06-11","07","43","73029.462389122","12688220.132636672","Earth",
"3143081","2020-04-23","13","39","51945.8714470696","10265857.056495493","Earth",
"3143095","2020-11-25","12","04","44676.6049241636","25171483.823158138","Earth",
"3143121","2021-12-06","05","00","49960.5759907189","24967259.901973177","Earth",
"3144144","2020-04-29","10","07","22301.7426622747","49364261.72929813","Earth",
"3144152","2020-02-09","22","46","74568.4663802994","71423444.2207337","Earth",
"3144515","2020-05-25","18","02","33851.8981314908","8439403.452173574","Earth",
"3144531","2021-12-12","13","31","71906.0468793523","45741865.70935077","Earth",
"3145515","2020-10-20","17","34","57335.1188314547","66677302.8852639","Earth",
"3146499","2021-01-03","18","22","56825.3059704266","6992588.850486752","Earth",
"3147553","2020-09-14","20","01","56925.3594005791","40835334.363941304","Earth",
"3150189","2020-02-17","20","40","65250.9233284684","29166269.108563587","Earth",
"3150194","2021-10-28","09","02","56382.145381863","54767288.568560034","Earth",
"3150196","2021-10-23","23","29","48883.9619063459","59573098.600216754","Earth",
"3150776","2021-06-30","19","45","16543.9802336608","44842806.55102848","Earth",
"3151655","2020-05-12","06","29","76621.8729451752","34231981.68320355","Earth",
"3152315","2021-04-02","03","12","54469.565524832","51031176.78987706","Earth",
"3152316","2020-06-28","04","59","51814.3957901309","59579707.923872076","Earth",
"3152317","2020-10-15","01","37","46846.4268422502","42062526.14281535","Earth",
"3152318","2020-11-02","01","39","85187.2486754819","23024721.297609296","Earth",
"3153530","2020-05-07","23","02","70773.788369966","67205716.6255389","Earth",
"3154490","2020-09-15","01","24","89978.4049341197","73749866.63737436","Earth",
"3154493","2021-11-01","18","18","83662.2790031916","37202257.848944664","Earth",
"3154494","2021-01-09","05","48","82585.2497236445","55086338.20483687","Earth",
"3154508","2020-05-28","22","27","79155.4379109804","46184748.76734622","Earth",
"3154520","2020-11-11","08","03","25665.4178018679","14621462.4411228","Earth",
"3157021","2020-06-16","06","47","43380.3734106455","15570398.935523069","Earth",
"3157022","2020-07-05","19","00","37880.2166675094","11747351.301767632","Earth",
"3157028","2021-07-07","09","36","58574.6511552709","38240111.41276853","Earth",
"3157482","2020-09-20","22","39","46598.547873231","51922813.380603135","Earth",
"3157483","2020-03-12","17","13","45184.57626695","8662199.185969898","Earth",
"3157782","2021-05-25","13","28","67096.6348862387","48592943.15994353","Earth",
"3158115","2020-02-22","04","45","36151.4214002506","58968257.806443185","Earth",
"3160724","2020-09-05","03","40","133867.9774658221","53117814.764609516","Earth",
"3160737","2020-01-24","18","56","63856.1388002695","48523639.73261756","Earth",
"3160738","2021-12-31","09","32","15923.9891108668","35861299.089024305","Earth",
"3160741","2020-02-04","04","06","52034.1516011113","14933409.065813528","Earth",
"3160850","2021-07-15","15","50","43963.3266978856","24767760.70039685","Earth",
"3163745","2020-10-21","09","50","72343.5316696033","68948630.45587438","Earth",
"3163746","2021-10-29","06","11","149844.0658074948","50648332.35368147","Earth",
"3163762","2021-11-09","15","52","48703.9064544655","53943762.72118157","Earth",
"3164401","2020-10-14","03","11","70171.9431886393","16983320.2847478","Earth",
"3164410","2020-10-11","04","35","42346.916679685","26989273.90067283","Earth",
"3167345","2020-12-16","14","36","57683.8287159631","44091399.75736663","Earth",
"3167348","2021-06-29","06","00","84314.6905915739","73525883.42560555","Earth",
"3167364","2020-12-03","18","41","44447.3080136849","17881245.89512974","Earth",
"3169272","2020-04-06","18","30","73844.02445031","45018576.26918924","Earth",
"3169273","2021-12-09","05","36","54890.8758267624","9223523.889172992","Earth",
"3170202","2020-12-13","06","00","38306.0920473032","24218977.579504568","Earth",
"3170204","2020-12-03","14","36","28751.0505650753","34550163.45735715","Earth",
"3170215","2021-06-15","15","30","87682.8667598654","11485842.676052067","Earth",
"3170217","2021-04-19","10","25","37077.3996815023","26358723.27680021","Earth",
"3170228","2021-02-10","00","57","25432.0425563222","48098570.72914256","Earth",
"3170231","2021-12-27","15","42","72888.7639448758","22497863.50982038","Earth",
"3170232","2020-12-19","02","39","89092.5829029457","37153520.16440013","Earth",
"3170233","2020-09-10","21","25","28940.631449479","20012031.772076834","Earth",
"3170245","2020-03-07","17","32","55906.5958946165","58875804.88664363","Earth",
"3172332","2020-12-01","04","09","37404.8297463658","34281257.00753307","Earth",
"3174187","2020-01-10","11","21","47578.5232354004","13757092.740006099","Earth",
"3174196","2020-01-09","01","13","122573.1699683784","37278100.722760886","Earth",
"3176872","2020-02-17","15","08","22305.0468703155","62697085.76955437","Earth",
"3177193","2021-03-12","21","14","81560.0039819555","74654338.96470302","Earth",
"3177197","2021-01-17","13","15","45405.5494497336","43150765.72035456","Earth",
"3177202","2021-02-24","05","52","20446.7956473312","9460957.65487052","Earth",
"3177204","2020-11-05","11","55","113006.1331375474","36159789.29554981","Earth",
"3177214","2021-03-17","00","56","64946.0262424082","64656937.2755742","Earth",
"3177237","2020-03-18","20","46","61674.4516235198","35440924.541508846","Earth",
"3179366","2020-11-15","20","33","35850.3512219853","19300201.827953044","Earth",
"3180177","2020-04-22","00","54","56029.5443019391","69921471.41831875","Earth",
"3180181","2020-07-10","16","48","59460.7016055413","57620334.98143837","Earth",
"3180184","2021-04-15","02","26","79142.9900328731","60088113.786782645","Earth",
"3182169","2021-01-28","19","06","14083.1747273268","12939529.040937552","Earth",
"3182188","2021-08-25","15","52","43806.8465525801","32678987.554838948","Earth",
"3182823","2020-08-07","14","48","47549.1506006689","15596182.51737203","Earth",
"3183848","2020-08-19","09","39","29644.6380361882","16466324.482222257","Earth",
"3184151","2020-02-28","05","45","44530.4561655474","24924904.346798796","Earth",
"3184159","2020-06-20","03","36","66763.9620059875","69296483.17236805","Earth",
"3249141","2021-03-10","22","16","64502.6050911539","51520051.513915315","Earth",
"3249864","2020-04-01","18","25","102572.271184865","37596898.750380166","Earth",
"3249982","2021-02-24","09","03","64617.3537283692","20320123.12501958","Earth",
"3250245","2020-10-29","07","28","29805.7091174672","49205043.50451438","Earth",
"3251513","2020-03-19","22","22","79681.2180855383","15487941.367487993","Earth",
"3251712","2020-03-10","07","09","50633.1947266643","15147936.570214314","Earth",
"3251713","2020-11-02","00","43","52435.7590514771","55264132.83488659","Earth",
"3251887","2020-02-21","21","46","85371.912924714","55392429.598815374","Earth",
"3252104","2021-09-23","01","33","51123.5890059866","22792866.17112215","Earth",
"3253645","2020-03-05","19","41","50625.9232125484","25109358.849624112","Earth",
"3255174","2021-09-14","03","47","88355.2007316611","71639205.27925093","Earth",
"3255465","2020-08-18","04","38","83794.4942358038","62353558.43611516","Earth",
"3255980","2021-04-08","10","53","44258.5794620275","8290375.624857208","Earth",
"3256321","2021-10-19","11","54","82221.9654406885","57485447.68334673","Earth",
"3256322","2020-05-27","09","40","83278.4404715968","39305539.63389971","Earth",
"3256323","2021-05-12","08","07","43757.3404713676","31392804.518772487","Earth",
"3257080","2020-10-05","08","33","46112.9356896314","38702525.78915373","Earth",
"3257091","2021-11-13","12","16","47538.3891530549","4451135.592451906","Earth",
"3258074","2020-10-23","03","16","65382.6366528325","20221380.557253107","Earth",
"3258075","2020-10-24","22","47","62762.0072403978","14621478.313456807","Earth",
"3258076","2020-06-08","18","13","23834.1628308401","8930561.20426569","Earth",
"3261919","2021-11-25","01","13","27068.3342664841","27026343.804065224","Earth",
"3262792","2021-11-05","15","07","76506.7709425288","55488978.0744617","Earth",
"3263232","2021-07-14","23","26","53703.9396426506","64014036.180669695","Earth",
